client_id,status,churned,segment,client_livedate,client_offdate,sem_livedate,sem_offdate,sem_status,sem_days_live,last_login,days_since_last_login,leads_30days,spend_30days
303337,OFF,1,HVAC Contractor,6/17/2016,7/17/2016,3/28/2016,7/17/2016,Off,111,,,11,674.14
303348,LIVE,0,HVAC Contractor,3/24/2016,,3/25/2016,,Live,155,,,54,461.18
303357,OFF,1,Home Remodeling,3/24/2016,7/14/2016,3/25/2016,7/14/2016,Off,111,6/13/2016,31,11,93.75
303363,LIVE,0,Lawyer,3/24/2016,,3/25/2016,7/28/2016,Off,125,,,15,0
303371,LIVE,0,Lawyer,3/24/2016,,3/25/2016,,Live,155,,,44,372.58
303372,OFF,1,Insurance,3/24/2016,8/25/2016,3/25/2016,6/20/2016,Off,87,8/4/2016,21,3,593.82
303398,LIVE,0,Insurance,3/24/2016,,3/25/2016,8/23/2016,Off,151,,,37,495.13
303416,LIVE,0,Real Estate Agent,3/24/2016,,4/29/2016,,Live,120,,,4,158.73
303419,OFF,1,Solar Contractors,3/24/2016,7/27/2016,4/4/2016,7/27/2016,Off,114,3/29/2016,120,103,189.85
303422,OFF,1,Lawyer,3/24/2016,6/24/2016,3/25/2016,6/24/2016,Off,91,6/15/2016,9,117,396.18
303428,LIVE,0,Hospitals and Medical Facilities,3/24/2016,,4/6/2016,,Live,143,,,677,372.18
303429,LIVE,0,Hospitals and Medical Facilities,3/24/2016,,4/6/2016,,Live,143,,,358,290.46
303431,LIVE,0,Hospitals and Medical Facilities,3/24/2016,,4/7/2016,,Live,142,,,492,303.81
303432,LIVE,0,Hospitals and Medical Facilities,3/24/2016,,4/7/2016,,Live,142,,,330,303.26
303440,LIVE,0,Animal & Wildlife Control,3/24/2016,,3/29/2016,,Live,151,,,63,110.46
303455,OFF,1,Bookkeepers,3/24/2016,6/12/2016,3/25/2016,6/12/2016,Off,79,3/29/2016,75,13,115.25
303456,OFF,1,Home Remodeling,3/24/2016,6/7/2016,3/25/2016,6/7/2016,Off,74,,,21,520.75
303462,OFF,1,Home Remodeling,3/24/2016,7/25/2016,3/25/2016,7/1/2016,Off,98,6/24/2016,31,19,524.66
303474,OFF,1,Insurance,3/25/2016,5/6/2016,3/28/2016,5/6/2016,Off,39,4/25/2016,11,20,525.79
303477,LIVE,0,Lawyer,3/30/2016,,3/30/2016,,Live,150,,,11,636.86
303482,LIVE,0,Arborist,3/25/2016,,6/21/2016,,Live,67,,,22,477.77
303498,LIVE,0,General Contractor,3/25/2016,,3/28/2016,,Live,152,,,23,933.81
303499,OFF,1,Plumber,3/25/2016,7/21/2016,4/5/2016,6/25/2016,Off,81,7/5/2016,16,16,1.63
303503,OFF,1,HVAC Contractor,3/25/2016,7/22/2016,3/28/2016,7/22/2016,Off,116,6/9/2016,43,15,26.92
303508,LIVE,0,Lawyer,3/25/2016,,3/28/2016,,Live,152,,,40,932.76
303510,LIVE,0,Lawyer,3/25/2016,,3/28/2016,,Live,152,,,34,172.49
303519,OFF,1,Lawyer,3/25/2016,6/27/2016,3/28/2016,6/27/2016,Off,91,6/1/2016,26,10,669.02
303521,LIVE,0,Lawyer,3/25/2016,,3/28/2016,,Live,152,,,60,222.34
303554,LIVE,0,Asphalt and Pavement Contractor,3/30/2016,,4/11/2016,,Live,138,,,10,200.13
303556,LIVE,0,Auto Repair Shop,3/25/2016,,4/6/2016,,Live,143,,,95,"1,262.24"
303566,OFF,1,Roofer,3/25/2016,7/27/2016,3/28/2016,7/27/2016,Off,121,7/12/2016,15,25,327.44
303577,LIVE,0,Painter,3/25/2016,,7/12/2016,,Live,46,,,11,165.67
303587,OFF,1,Lawyer,3/28/2016,6/5/2016,3/29/2016,6/5/2016,Off,68,5/5/2016,31,7,642.06
303595,OFF,1,Lawyer,3/25/2016,7/8/2016,3/28/2016,7/8/2016,Off,102,6/16/2016,22,31,0
303606,OFF,1,Dentist,3/25/2016,8/25/2016,3/28/2016,7/24/2016,Off,118,6/24/2016,62,3,3.27
303622,OFF,1,HVAC Contractor,3/28/2016,7/21/2016,3/28/2016,7/21/2016,Off,115,4/7/2016,105,26,0
303626,OFF,1,Mediation and Arbitration,3/28/2016,7/24/2016,3/28/2016,7/24/2016,Off,118,6/24/2016,30,1,144.51
303638,OFF,1,Asphalt and Pavement Contractor,3/28/2016,7/27/2016,3/29/2016,7/27/2016,Off,120,5/20/2016,68,28,916.64
303641,OFF,1,Junk Removal Service,3/28/2016,6/9/2016,3/29/2016,6/9/2016,Off,72,,,1,0
303663,OFF,1,Property Manager,3/28/2016,7/29/2016,3/29/2016,7/29/2016,Off,122,4/11/2016,109,17,165.15
303686,OFF,1,Lawyer,3/28/2016,7/14/2016,3/29/2016,7/14/2016,Off,107,7/4/2016,10,12,249.56
303690,OFF,1,Solar Contractors,3/28/2016,6/11/2016,3/29/2016,6/11/2016,Off,74,5/12/2016,30,10,894.22
303691,LIVE,0,Lawyer,3/28/2016,,3/29/2016,,Live,151,,,42,900.22
303699,OFF,1,HVAC Contractor,3/29/2016,7/24/2016,3/29/2016,7/24/2016,Off,117,6/14/2016,40,63,0
303720,LIVE,0,Junk Removal Service,3/28/2016,,5/13/2016,,Live,106,,,13,0
303724,OFF,1,Home Remodeling,3/28/2016,8/11/2016,4/27/2016,8/11/2016,Off,106,6/21/2016,51,13,0
303742,LIVE,0,Home Remodeling,3/28/2016,,4/8/2016,8/17/2016,Off,131,,,10,5.33
303758,LIVE,0,HVAC Contractor,3/29/2016,,3/30/2016,,Live,150,,,25,149.59
303778,LIVE,0,Lawyer,3/29/2016,,3/30/2016,,Live,150,,,63,344.62
303780,LIVE,0,Flooring Contractor,3/29/2016,,3/30/2016,,Live,150,,,18,273.44
303796,LIVE,0,HVAC Contractor,3/29/2016,,5/31/2016,,Live,88,,,28,317.23
303805,LIVE,0,Roofer,3/29/2016,,3/30/2016,6/28/2016,Off,90,,,3,0
303810,LIVE,0,Lawyer,3/29/2016,,3/30/2016,,Live,150,,,30,184.32
303811,OFF,1,Home Remodeling,3/29/2016,7/7/2016,3/30/2016,7/7/2016,Off,99,4/12/2016,86,24,120.57
303854,LIVE,0,Lawyer,3/29/2016,,5/4/2016,,Live,115,,,134,501.85
303862,OFF,1,Lawyer,3/29/2016,7/16/2016,5/4/2016,7/16/2016,Off,73,6/28/2016,18,13,58.21
303879,OFF,1,HVAC Contractor,3/29/2016,8/26/2016,6/9/2016,8/26/2016,Off,78,8/23/2016,3,13,0
303882,OFF,1,Lawyer,3/29/2016,7/24/2016,3/30/2016,7/24/2016,Off,116,4/26/2016,89,70,200.85
303886,LIVE,0,Siding Contractor,3/30/2016,,4/15/2016,,Live,134,,,16,153.2
303890,LIVE,0,Lawyer,3/29/2016,,3/30/2016,7/23/2016,Off,115,,,2,0
303891,OFF,1,Cabinetry Contractor,3/29/2016,7/29/2016,3/30/2016,6/23/2016,Off,85,4/21/2016,99,29,63.46
303893,LIVE,0,Home Remodeling,3/29/2016,,3/30/2016,,Live,150,,,22,649.02
303894,LIVE,0,Junk Removal Service,3/29/2016,,5/3/2016,,Live,116,,,58,465.46
303914,LIVE,0,Lawyer,3/29/2016,,3/30/2016,8/26/2016,Off,149,,,3,0
303932,LIVE,0,HVAC Contractor,3/30/2016,,3/31/2016,,Live,149,,,10,192.99
303933,LIVE,0,Electrician,3/30/2016,,3/31/2016,,Live,149,,,12,254.84
303940,LIVE,0,HVAC Contractor,3/30/2016,,4/27/2016,,Live,122,,,54,323.41
303952,LIVE,0,Bail Bondsman Agent,3/30/2016,,6/9/2016,,Live,79,,,32,304.92
303955,LIVE,0,Asphalt and Pavement Contractor,3/30/2016,,3/31/2016,8/19/2016,Off,141,,,23,301.88
303956,OFF,1,Lawyer,3/30/2016,6/11/2016,3/31/2016,6/11/2016,Off,72,5/24/2016,18,3,0
303978,LIVE,0,Window Contractor,3/30/2016,,3/31/2016,,Live,149,,,27,358.2
303982,LIVE,0,Lawyer,3/31/2016,,4/1/2016,6/8/2016,Live,148,,,8,500.1
303984,OFF,1,HVAC Contractor,3/30/2016,6/4/2016,3/31/2016,6/4/2016,Off,65,6/2/2016,2,22,125.27
303996,LIVE,0,Insurance,3/30/2016,,3/31/2016,7/26/2016,Off,117,,,12,0
304010,LIVE,0,Insurance,3/30/2016,,3/31/2016,6/22/2016,Off,83,,,78,0
304018,LIVE,0,Solar Contractors,3/30/2016,,3/31/2016,,Live,149,,,39,682.1
304026,OFF,1,Lawyer,3/30/2016,8/12/2016,3/31/2016,8/12/2016,Off,134,7/25/2016,18,18,328.19
304040,LIVE,0,Lawyer,3/30/2016,,3/31/2016,,Live,149,,,10,"1,013.52"
304045,OFF,1,Property Manager,3/30/2016,5/27/2016,3/31/2016,5/27/2016,Off,57,4/8/2016,49,0,14.59
304058,OFF,1,Home Remodeling,3/30/2016,6/30/2016,3/31/2016,6/30/2016,Off,91,5/2/2016,59,14,185.57
304092,OFF,1,Accountant,3/30/2016,7/1/2016,4/21/2016,7/1/2016,Off,71,6/1/2016,30,37,582.33
304098,LIVE,0,Home Remodeling,3/30/2016,,3/31/2016,,Live,149,,,16,334.5
304100,LIVE,0,Lawyer,3/30/2016,,3/31/2016,,Live,149,,,79,"1,190.83"
304119,LIVE,0,Roofer,4/4/2016,4/4/2016,4/1/2016,4/4/2016,Live,148,,,18,340.22
304122,OFF,1,Lawyer,3/31/2016,7/31/2016,4/1/2016,7/31/2016,Off,121,7/1/2016,30,19,"1,132.26"
304137,OFF,1,Chimney and Fireplace Installer,3/31/2016,8/18/2016,4/1/2016,7/5/2016,Off,95,7/14/2016,35,21,523.52
304154,LIVE,0,Mover,3/31/2016,,4/1/2016,,Live,148,,,146,933.11
304190,LIVE,0,Bathroom Remodeling,3/31/2016,,6/7/2016,,Live,81,,,2,140.36
304198,OFF,1,Real Estate Agent,3/31/2016,7/27/2016,4/15/2016,7/27/2016,Off,103,6/25/2016,32,4,0
304201,LIVE,0,Insurance,3/31/2016,,4/1/2016,,Live,148,,,34,182.92
304216,OFF,1,Lawyer,3/31/2016,7/29/2016,4/1/2016,7/29/2016,Off,119,7/21/2016,8,67,464.8
304235,LIVE,0,Lawyer,4/1/2016,,4/4/2016,,Live,145,,,50,284.47
304252,OFF,1,Property Manager,3/31/2016,6/15/2016,4/1/2016,6/15/2016,Off,75,5/11/2016,35,2,116.24
304253,LIVE,0,Lawyer,3/31/2016,,4/5/2016,,Live,144,,,99,178.1
304273,LIVE,0,Lawyer,4/1/2016,,4/4/2016,,Live,145,,,40,361.81
304280,OFF,1,Pest Exterminator,3/31/2016,7/28/2016,4/1/2016,6/24/2016,Off,84,5/20/2016,69,7,14.48
304282,LIVE,0,Lawyer,3/31/2016,,4/1/2016,,Live,148,,,14,168.95
304307,OFF,1,Roofer,3/31/2016,7/27/2016,4/1/2016,7/27/2016,Off,117,6/27/2016,30,6,73.69
304311,LIVE,0,Insurance,3/31/2016,,4/1/2016,7/8/2016,Off,98,,,1,0
304312,LIVE,0,Damage Repair,3/31/2016,,4/1/2016,,Live,148,,,13,509.93
304319,LIVE,0,Lawyer,7/22/2016,7/20/2016,4/1/2016,7/20/2016,Off,110,6/23/2016,65,21,0
304330,OFF,1,Garage Door Contractor,3/31/2016,7/12/2016,4/1/2016,7/11/2016,Off,101,5/22/2016,51,3,0
304341,LIVE,0,Landscaper,3/31/2016,,6/13/2016,,Live,75,,,8,0
304378,LIVE,0,Lawyer,4/1/2016,,4/4/2016,,Live,145,,,43,482.69
304388,LIVE,0,HVAC Contractor,4/1/2016,,4/4/2016,,Live,145,,,95,300.14
304394,LIVE,0,Lawyer,4/1/2016,,4/4/2016,,Live,145,,,60,911.26
304401,LIVE,0,Lawyer,4/1/2016,,4/4/2016,8/4/2016,Live,145,,,17,475.36
304403,LIVE,0,HVAC Contractor,4/1/2016,,4/4/2016,,Live,145,,,65,124.99
304416,OFF,1,Lawyer,4/1/2016,7/6/2016,4/4/2016,7/6/2016,Off,93,6/3/2016,33,15,960.97
304417,LIVE,0,Insurance,4/1/2016,,4/4/2016,7/5/2016,Live,145,,,17,264.53
304423,LIVE,0,Lawyer,4/1/2016,,4/4/2016,,Live,145,,,60,870.94
304440,LIVE,0,Driving Schools,4/1/2016,,4/4/2016,,Live,145,,,116,863.34
304447,LIVE,0,Jeweler,4/1/2016,,4/4/2016,6/13/2016,Off,70,,,16,0
304460,OFF,1,Limousine,4/1/2016,7/2/2016,4/4/2016,6/2/2016,Off,59,4/6/2016,87,70,545.32
304474,LIVE,0,HVAC Contractor,4/1/2016,,4/4/2016,,Live,145,,,49,"1,292.96"
304493,OFF,1,Lawyer,4/1/2016,7/1/2016,4/4/2016,7/1/2016,Off,88,4/20/2016,72,47,726.71
304538,LIVE,0,HVAC Contractor,4/4/2016,,4/5/2016,,Live,144,,,15,137.52
304545,LIVE,0,Roofer,4/4/2016,,4/5/2016,,Live,144,,,17,322.33
304548,OFF,1,Painter,4/4/2016,7/6/2016,5/25/2016,7/6/2016,Off,42,5/5/2016,62,14,110.52
304561,LIVE,0,Chiropractor,4/4/2016,,4/13/2016,8/17/2016,Off,126,,,5,220.54
304565,OFF,1,Property Manager,4/4/2016,7/7/2016,4/5/2016,7/7/2016,Off,93,6/30/2016,7,24,291.9
304566,LIVE,0,Lawyer,4/4/2016,,4/5/2016,6/22/2016,Off,78,,,0,0
304571,LIVE,0,Lawyer,4/5/2016,,4/6/2016,,Live,143,,,25,782.86
304578,LIVE,0,Solar Contractors,4/4/2016,,4/5/2016,8/5/2016,Off,122,,,3,0
304586,LIVE,0,Lawyer,4/4/2016,,5/5/2016,,Live,114,,,32,664
304593,LIVE,0,HVAC Contractor,4/4/2016,,4/5/2016,,Live,144,,,28,762.09
304614,OFF,1,Insurance,4/4/2016,7/6/2016,4/5/2016,7/6/2016,Off,92,5/13/2016,54,15,322.15
304636,OFF,1,Insurance,4/4/2016,7/15/2016,4/5/2016,7/15/2016,Off,101,6/27/2016,18,64,179.31
304639,LIVE,0,General Contractor,4/4/2016,,4/5/2016,,Live,144,,,25,341.42
304647,LIVE,0,HVAC Contractor,4/21/2016,,4/21/2016,,Live,128,,,13,397.88
304670,LIVE,0,Plumber,4/5/2016,,4/15/2016,,Paused,134,,,15,37.04
304671,OFF,1,Roofer,4/5/2016,8/13/2016,4/6/2016,8/13/2016,Off,129,7/1/2016,43,11,0
304674,LIVE,0,Roofer,4/5/2016,,4/6/2016,8/4/2016,Off,120,,,2,21.09
304678,LIVE,0,Roofer,4/5/2016,,4/12/2016,6/26/2016,Off,75,,,6,0
304684,LIVE,0,Lawyer,4/5/2016,,4/6/2016,7/11/2016,Off,96,,,2,0
304689,OFF,1,Junk Removal Service,4/5/2016,8/25/2016,4/11/2016,8/25/2016,Off,136,6/14/2016,72,15,151.87
304693,LIVE,0,Dentist,4/5/2016,,4/6/2016,7/5/2016,Live,143,,,142,534.86
304696,LIVE,0,Lawyer,4/5/2016,,4/6/2016,,Live,143,,,121,"1,824.89"
304697,LIVE,0,Lawyer,4/5/2016,,4/11/2016,,Live,138,,,19,87.18
304717,LIVE,0,General Contractor,4/5/2016,,4/6/2016,,Paused,143,,,5,69.58
304724,OFF,1,Mold Remediation,4/5/2016,8/13/2016,4/6/2016,8/13/2016,Off,129,5/24/2016,81,17,222.06
304730,OFF,1,Solar Contractors,4/5/2016,8/4/2016,4/6/2016,8/4/2016,Off,120,7/10/2016,25,18,0
304736,OFF,1,Lawyer,4/5/2016,5/11/2016,4/6/2016,5/11/2016,Off,35,5/5/2016,6,7,262.81
304738,OFF,1,Lawyer,4/5/2016,7/29/2016,4/6/2016,7/29/2016,Off,114,6/28/2016,31,15,173.84
304745,LIVE,0,Property Manager,4/5/2016,,4/6/2016,7/21/2016,Off,106,,,103,0
304753,OFF,1,General Contractor,4/5/2016,8/4/2016,4/6/2016,8/4/2016,Off,120,5/19/2016,77,30,244.2
304765,OFF,1,Lawyer,4/5/2016,8/5/2016,4/6/2016,7/15/2016,Off,100,6/15/2016,51,57,"1,525.61"
304773,LIVE,0,Property Manager,4/5/2016,,4/6/2016,8/5/2016,Off,121,,,2,40.33
304777,LIVE,0,Therapist,4/5/2016,,4/6/2016,,Live,143,,,17,948.53
304784,LIVE,0,General Contractor,4/5/2016,,4/6/2016,7/10/2016,Off,95,,,5,0
304811,OFF,1,HVAC Contractor,4/6/2016,8/24/2016,4/7/2016,8/24/2016,Off,139,7/7/2016,48,20,162.21
304812,LIVE,0,Damage Repair,4/6/2016,,4/7/2016,,Live,142,,,64,"1,212.91"
304820,OFF,1,General Contractor,5/3/2016,7/29/2016,6/17/2016,7/29/2016,Off,42,7/20/2016,9,10,134.24
304824,LIVE,0,Lawyer,4/6/2016,,4/7/2016,,Live,142,,,25,157.92
304879,LIVE,0,Lawyer,4/6/2016,,4/7/2016,,Live,142,,,19,"1,410.83"
304884,OFF,1,Insurance,4/6/2016,7/30/2016,4/7/2016,7/30/2016,Off,114,6/30/2016,30,90,63.03
304904,OFF,1,General Contractor,4/6/2016,7/6/2016,4/7/2016,6/16/2016,Off,70,4/19/2016,78,7,114.32
304912,OFF,1,Mold Remediation,4/6/2016,8/19/2016,4/7/2016,8/19/2016,Off,134,4/8/2016,133,9,0
304914,OFF,1,Lawyer,4/6/2016,7/8/2016,4/7/2016,7/8/2016,Off,92,6/2/2016,36,14,436.05
304916,LIVE,0,Hospitals and Medical Facilities,4/6/2016,,4/26/2016,8/23/2016,Off,119,,,27,0
304922,OFF,1,Cleaning Service,4/6/2016,7/20/2016,4/13/2016,7/20/2016,Off,98,6/16/2016,34,0,0
304924,LIVE,0,Lawyer,4/6/2016,,4/8/2016,,Live,141,,,7,93.28
304933,LIVE,0,Roofer,4/6/2016,,4/7/2016,,Live,142,,,2,45.72
304939,OFF,1,Roofer,4/6/2016,7/7/2016,4/7/2016,5/23/2016,Off,46,5/14/2016,54,19,381.84
304940,LIVE,0,Home Remodeling,4/6/2016,,4/7/2016,7/7/2016,Off,91,,,1,0
304958,LIVE,0,Cleaning Service,4/6/2016,,4/14/2016,,Live,135,,,33,91.07
304992,LIVE,0,Lawyer,4/7/2016,,4/8/2016,,Live,141,,,47,256.5
304993,LIVE,0,Lawyer,8/10/2016,8/8/2016,4/8/2016,7/7/2016,Off,90,8/3/2016,24,24,0
304998,LIVE,0,Roofer,4/7/2016,,4/12/2016,,Live,137,,,32,421.84
305001,LIVE,0,Plumber,4/7/2016,,4/8/2016,,Live,141,,,163,544.24
305020,LIVE,0,Lawyer,4/7/2016,,4/8/2016,,Live,141,,,6,886.95
305028,LIVE,0,Lawyer,4/7/2016,,4/11/2016,,Live,138,,,72,"1,518.11"
305055,LIVE,0,General Contractor,4/7/2016,,4/8/2016,8/11/2016,Off,125,,,16,489.78
305073,LIVE,0,General Contractor,4/7/2016,,4/8/2016,,Live,141,,,32,"1,297.81"
305102,LIVE,0,Damage Repair,4/7/2016,,4/8/2016,,Live,141,,,5,240.14
305122,LIVE,0,Lawyer,4/8/2016,,4/11/2016,6/30/2016,Off,80,,,13,0
305143,OFF,1,Roofer,4/8/2016,8/27/2016,4/11/2016,8/27/2016,Off,138,4/22/2016,127,6,0.68
305145,LIVE,0,Lawyer,4/8/2016,,4/11/2016,,Live,138,,,19,175.25
305163,LIVE,0,Lawyer,4/8/2016,,4/11/2016,,Live,138,,,21,"1,145.76"
305173,LIVE,0,Counselor,4/8/2016,,6/21/2016,,Live,67,,,22,365.74
305185,LIVE,0,General Contractor,4/12/2016,,4/13/2016,5/20/2016,Live,136,,,35,125.62
305198,LIVE,0,Roofer,4/8/2016,,4/11/2016,,Live,138,,,26,317.29
305224,LIVE,0,Lawyer,4/8/2016,,4/22/2016,,Live,127,,,19,432.42
305232,LIVE,0,Lawyer,4/15/2016,,4/15/2016,,Live,134,,,36,"1,625.54"
305237,LIVE,0,HVAC Contractor,4/8/2016,,4/11/2016,,Live,138,,,36,426.76
305239,LIVE,0,Dentist,4/8/2016,,4/11/2016,,Live,138,,,52,"1,106.38"
305245,LIVE,0,Landscaper,4/8/2016,,6/14/2016,,Live,74,,,57,276.32
305252,OFF,1,Home Remodeling,4/8/2016,7/31/2016,4/11/2016,7/31/2016,Off,111,5/28/2016,64,5,134.26
305260,OFF,1,Real Estate Agent,4/14/2016,8/25/2016,5/19/2016,8/25/2016,Off,98,7/23/2016,33,5,149.13
305274,LIVE,0,Document Shredding Services,4/9/2016,,4/11/2016,,Live,138,,,18,744.27
305275,LIVE,0,Document Shredding Services,4/9/2016,,4/11/2016,6/8/2016,Off,58,,,1,0
305284,OFF,1,Home Remodeling,4/11/2016,7/14/2016,4/12/2016,7/14/2016,Off,93,6/17/2016,27,19,907.63
305288,LIVE,0,Plumber,4/11/2016,,4/12/2016,,Paused,137,,,7,87.24
305302,LIVE,0,Solar Contractors,4/11/2016,,4/12/2016,7/11/2016,Off,90,,,5,0
305310,LIVE,0,Plastic Surgeon,4/11/2016,,4/12/2016,,Live,137,,,190,"1,474.88"
305311,LIVE,0,Plastic Surgeon,4/11/2016,,4/12/2016,,Live,137,,,254,"5,902.91"
305317,LIVE,0,Carpet Cleaning,4/11/2016,,7/6/2016,,Live,52,,,20,352.14
305326,LIVE,0,Auto Repair Shop,4/12/2016,,5/3/2016,,Live,116,,,30,220.95
305330,LIVE,0,Lawyer,4/11/2016,,4/12/2016,,Live,137,,,33,907.93
305333,LIVE,0,Property Manager,4/11/2016,,4/12/2016,,Paused,137,,,9,814.58
305347,LIVE,0,General Contractor,4/11/2016,,4/12/2016,,Live,137,,,50,522.46
305351,LIVE,0,Lawyer,6/1/2016,6/1/2016,6/1/2016,6/1/2016,Live,87,4/26/2016,123,17,255.48
305408,LIVE,0,Home Remodeling,4/11/2016,,4/12/2016,,Live,137,,,48,898.17
305412,LIVE,0,Landscaper,4/11/2016,,4/25/2016,5/27/2016,Off,32,,,8,0
305414,OFF,1,Junk Removal Service,4/11/2016,7/12/2016,4/12/2016,5/23/2016,Off,41,4/28/2016,75,13,291.6
305416,LIVE,0,HVAC Contractor,4/12/2016,,4/12/2016,8/1/2016,Off,111,,,31,234.76
305421,LIVE,0,Property Manager,4/12/2016,,4/13/2016,,Live,136,,,22,303.67
305428,OFF,1,Home Remodeling,4/12/2016,8/25/2016,4/13/2016,8/25/2016,Off,134,8/22/2016,3,4,0
305429,LIVE,0,Insurance,4/12/2016,,4/13/2016,,Live,136,,,0,153.91
305435,LIVE,0,HVAC Contractor,4/12/2016,,4/13/2016,,Live,136,,,4,119.64
305437,LIVE,0,Roofer,4/12/2016,,4/13/2016,,Live,136,,,38,669.95
305460,OFF,1,Real Estate Agent,4/12/2016,8/7/2016,4/13/2016,8/7/2016,Off,116,5/26/2016,73,4,361.91
305464,OFF,1,Architect,4/12/2016,6/23/2016,4/13/2016,6/23/2016,Off,71,,,3,30.71
305467,LIVE,0,Mediation and Arbitration,4/12/2016,,4/13/2016,,Live,136,,,37,752.58
305480,LIVE,0,Insurance,4/12/2016,,4/13/2016,7/28/2016,Off,106,,,5,42.64
305481,LIVE,0,Printing Shop,4/12/2016,,4/19/2016,,Live,130,,,13,248.88
305494,LIVE,0,Flooring Contractor,4/12/2016,,6/9/2016,,Live,79,,,27,"1,045.90"
305503,LIVE,0,Lawyer,5/2/2016,,5/3/2016,,Live,116,,,14,722.43
305515,LIVE,0,Damage Repair,4/12/2016,,4/13/2016,,Live,136,,,21,702.64
305529,OFF,1,Roofer,4/12/2016,8/13/2016,4/13/2016,8/13/2016,Off,122,8/11/2016,2,20,611.57
305533,LIVE,0,Lawyer,4/12/2016,,4/13/2016,,Live,136,,,64,122.38
305534,OFF,1,Caterer,4/12/2016,7/28/2016,4/13/2016,7/28/2016,Off,106,5/31/2016,58,136,99.62
305540,LIVE,0,Lawyer,4/12/2016,,4/13/2016,,Live,136,,,108,317.76
305551,OFF,1,Insurance,4/12/2016,8/7/2016,4/13/2016,8/7/2016,Off,116,7/26/2016,12,14,32.41
305559,LIVE,0,Lawyer,4/12/2016,,4/13/2016,,Live,136,,,25,432.43
305573,LIVE,0,Arborist,6/29/2016,,7/25/2016,,Live,33,,,12,314.43
305575,LIVE,0,Home Remodeling,4/12/2016,,4/13/2016,,Live,136,,,7,384.7
305601,LIVE,0,Home Remodeling,4/13/2016,,4/14/2016,,Live,135,,,16,418.69
305604,OFF,1,Insurance,4/13/2016,7/16/2016,4/14/2016,7/16/2016,Off,93,6/2/2016,44,12,831.2
305605,LIVE,0,Lawyer,4/13/2016,,4/14/2016,,Live,135,,,13,121.94
305609,LIVE,0,Painter,4/13/2016,,4/14/2016,7/20/2016,Off,97,,,3,0
305619,LIVE,0,Concrete Contractor,4/13/2016,,4/14/2016,,Live,135,,,36,247.55
305627,OFF,1,Carpet Cleaning,4/13/2016,8/13/2016,6/3/2016,7/8/2016,Off,35,7/14/2016,30,16,40.04
305634,LIVE,0,Real Estate Agent,4/13/2016,,4/14/2016,,Live,135,,,12,459.72
305642,LIVE,0,Swimming Pool and Hot Tub Installation,8/15/2016,8/15/2016,4/14/2016,8/15/2016,Off,123,7/6/2016,52,34,125.09
305643,OFF,1,Roofer,4/13/2016,8/10/2016,4/14/2016,8/10/2016,Off,118,6/16/2016,55,23,123.99
305651,LIVE,0,Lawyer,4/13/2016,,4/14/2016,8/18/2016,Off,126,,,11,713.81
305671,OFF,1,Lawyer,4/13/2016,7/15/2016,4/14/2016,7/15/2016,Off,92,5/24/2016,52,31,"1,223.24"
305676,LIVE,0,Solar Contractors,4/13/2016,,4/14/2016,,Live,135,,,11,866.81
305688,LIVE,0,Carpet Cleaning,4/13/2016,,6/8/2016,,Live,80,,,21,271.75
305689,LIVE,0,Home Remodeling,4/13/2016,,4/14/2016,,Live,135,,,27,"1,097.39"
305699,LIVE,0,Lawyer,4/13/2016,,4/14/2016,,Live,135,,,21,360.61
305709,LIVE,0,Lawyer,4/13/2016,,4/14/2016,,Live,135,,,49,616.72
305710,LIVE,0,Home Remodeling,4/13/2016,,6/27/2016,,Live,61,,,8,394.98
305717,LIVE,0,HVAC Contractor,4/13/2016,,4/14/2016,,Live,135,,,38,463.09
305725,LIVE,0,General Contractor,4/13/2016,,4/14/2016,,Live,135,,,12,857.46
305729,OFF,1,Roofer,4/13/2016,6/5/2016,4/14/2016,6/5/2016,Off,52,4/18/2016,48,8,260.61
305731,LIVE,0,General Contractor,4/13/2016,,4/14/2016,7/21/2016,Off,98,,,2,0
305742,LIVE,0,Lawyer,4/13/2016,,4/14/2016,6/27/2016,Off,74,,,13,0
305743,LIVE,0,General Contractor,4/13/2016,,4/14/2016,,Live,135,,,22,980.4
305748,LIVE,0,General Contractor,4/13/2016,,4/14/2016,,Live,135,,,5,749.99
305762,OFF,1,Lawyer,4/14/2016,7/15/2016,4/15/2016,7/15/2016,Off,91,6/10/2016,35,36,262.83
305765,OFF,1,Pest Exterminator,4/14/2016,6/8/2016,4/18/2016,6/8/2016,Off,51,,,3,19.22
305769,LIVE,0,Printing Shop,4/14/2016,,7/1/2016,,Live,57,,,11,255.01
305772,LIVE,0,HVAC Contractor,4/14/2016,,4/15/2016,,Live,134,,,37,245.95
305779,OFF,1,Computer Service,4/14/2016,7/18/2016,6/13/2016,7/18/2016,Off,35,7/12/2016,6,21,376.43
305786,LIVE,0,Janitorial Service,4/14/2016,,7/13/2016,,Live,45,,,6,145.23
305804,LIVE,0,Lawyer,4/14/2016,,4/15/2016,,Live,134,,,76,868.34
305806,LIVE,0,Lawyer,4/14/2016,,4/15/2016,,Live,134,,,39,223.5
305814,OFF,1,Building Designer,4/14/2016,7/17/2016,4/15/2016,7/17/2016,Off,93,6/16/2016,31,12,747.21
305824,LIVE,0,Lawyer,4/14/2016,,4/15/2016,,Live,134,,,40,379.58
305829,LIVE,0,Electrician,4/14/2016,,6/13/2016,7/27/2016,Off,44,,,7,0
