client_id,churned,days_live,logins_30days,leads_30days,spend_30days,invoices_30days
219886,1,182,0,1,0,0
219893,1,122,0,20,1.92,0
219911,1,154,0,7,0,0
219912,1,128,1,6,198.22,-1799
219919,1,110,3,44,680.15,0
219940,1,401,1,6,107.87,0
219949,1,180,0,0,6.38,0
219954,1,611,0,65,169.97,0
219956,0,787,2,65,0,199
219973,1,2,0,0,0,500
220041,0,786,0,45,436.6,499
220155,0,778,0,1,0,19
220171,0,786,0,25,386.64,699
220229,0,785,0,39,0,199
220271,0,785,0,28,408.22,649
220387,0,784,0,3,0,19
220390,1,366,0,51,0,0
220393,0,784,0,7,0,19
220422,0,784,0,5,216.07,599
220424,0,780,2,25,343.15,649
220471,0,784,0,0,0,19
220485,0,784,0,27,0,299
220568,0,783,0,14,0,149
220585,1,92,1,12,290.11,599
220643,1,92,0,10,298.13,599
220660,1,317,0,14,454.66,0
220685,1,60,2,5,69.08,-3997.83
220690,1,106,0,9,170.22,0
220695,1,424,0,7,7.34,0
220711,1,50,0,5,0,0
220712,1,319,0,21,548.9,0
220720,0,780,0,508,231.34,549
220731,1,30,0,3,0,0
220732,0,780,4,140,692.22,999
220743,1,531,0,50,3734.91,0
220752,1,7,2,2,28.75,1996
220762,1,118,0,16,111.72,0
220781,1,92,2,26,335.78,599
220784,1,53,22,5,443.32,1167.22
220787,1,137,2,5,529.42,0
220793,1,4,0,0,91.97,999
220796,1,3,0,2,36.43,5001.09
220805,0,780,0,26,176.04,499
220812,1,158,1,10,155.45,0
220816,1,237,0,20,1395.06,0
220825,1,155,3,6,0,0
220826,1,215,1,8,0,0
220830,1,165,0,2,0,0
220832,0,780,0,429,807.61,1049
220833,1,83,0,1,67.27,0
220849,1,110,1,7,589.1,0
220856,1,155,0,15,1190.92,0
220888,0,779,0,4,0,19
220915,1,439,0,63,0,0
220958,1,74,0,1,0,0
220963,1,99,8,28,604.7,0
220964,1,243,0,1,0,19
220975,1,114,0,5,233.47,0
220977,1,61,0,2,0,0
220981,1,94,7,20,886.94,0
220982,1,7,0,8,421.89,0
220986,0,779,0,13,0,19
220987,0,779,0,84,1004.48,1249
220991,1,211,1,15,50.34,0
220999,0,779,8,35,1477.68,1931.48
221001,0,779,1,8,224.02,449
221011,1,2,0,0,0,4998
221028,0,778,0,12,846.28,969
221081,0,777,0,169,2015.21,2299
221092,0,778,0,0,0,19
221110,1,152,0,2,95.79,-365.89
221119,1,116,0,15,297.02,0
221178,0,778,0,3,0,299
221233,0,777,0,8,0,19
221249,0,777,0,2,0,19
221256,0,777,1,5,0,19
221286,1,712,0,0,0,0
221521,0,776,0,40,319.03,549
221537,0,776,0,37,846.39,1149
221615,0,772,0,37,0,19
221617,1,194,2,8,133.56,0
221618,0,772,0,1,0,19
221628,1,94,0,13,0,110.71
221642,1,609,0,9,0,19
221665,0,773,0,46,209.6,499
221671,0,766,0,25,368.17,679
221672,1,153,1,3,989.96,0
221681,1,95,5,11,663.69,0
221690,1,157,0,13,331.3,0
221695,1,277,0,81,501.94,0
221712,1,39,1,10,201.42,-1198
221726,0,772,0,0,0,0
221738,0,772,22,145,1230.94,1100
221747,1,75,0,1,0,0
221769,0,772,0,32,389.79,649
221776,1,120,1,2,66.03,0
221791,1,123,2,1,0,0
221793,0,772,1,48,1050.48,1249
221807,0,772,0,4,0,149
221813,1,14,0,1,0,0
221817,1,136,4,20,1.04,0
221819,1,164,0,19,0,329
221828,1,518,0,7,0,0
221835,1,191,0,13,967.75,0
221850,1,120,0,0,77.22,0
221852,1,101,2,7,71.32,0
221854,0,772,1,24,370.56,549
221856,0,772,10,43,144.28,399
221862,0,771,25,37,2239.83,2828
221873,1,136,0,11,71.07,0
221880,1,123,2,5,24.65,-350
221884,1,126,3,24,672.89,0
221892,1,244,0,0,0,0
221915,1,304,0,4,0,0
221944,1,273,0,10,0,199
221974,1,240,1,3,21.91,0
221976,1,763,0,15,0,0
221985,0,771,1,78,360.1,0
221993,1,148,0,9,225.5,0
222000,1,85,8,13,0,0
222005,1,119,2,3,17.22,0
222006,1,463,0,0,0,0
222012,1,49,12,6,583.24,999
222017,0,771,0,2,0,19
222028,1,304,0,10,0,0
222033,1,93,1,9,1223.24,0
222034,1,225,0,30,111.74,0
222036,1,234,5,22,100.08,0
222041,1,184,2,3,0,-299
222053,1,304,0,0,0,0
222056,0,770,1,62,143.5,499
222059,0,770,0,0,0,19
222065,1,34,2,14,64.95,-5999.98
222066,1,122,0,10,396.48,0
222069,1,468,0,29,484.79,0
222077,1,21,1,4,79.31,4998
222091,0,770,0,18,524.34,630
222102,1,444,4,281,726.62,199
222106,1,122,3,13,770.36,1249
222114,0,770,3,7,194.64,329
222123,1,1,0,0,0,479
222134,1,113,10,17,693.69,0
222135,1,116,1,8,93.13,0
222186,0,769,0,148,1006.83,1828
222233,1,47,0,0,14.56,0
222241,0,769,0,7,0,19
222245,0,769,0,0,0,19
222287,0,769,0,2,0,19
222316,1,273,1,10,0,229
222324,0,768,5,35,951.9,1329
222351,1,243,2,70,0,0
222354,1,212,0,2,0,0
222387,0,91,0,18,658.59,999
222403,1,115,1,2,187.02,0
222407,1,684,0,53,367.49,0
222412,0,766,0,2,0,19
222421,1,119,1,4,23.34,0
222425,1,142,0,17,437.24,0
222430,1,244,0,3,0,0
222438,1,624,1,39,596.4,999
222448,0,766,0,32,0,149
222464,0,71,3,170,244.74,299
222485,1,185,0,4,0,0
222502,0,765,6,28,734.15,999
222512,0,765,0,34,853.82,1249
222513,0,765,0,128,979.56,1249
222533,0,765,0,7,0,329
222540,1,117,10,4,25.61,0
222546,0,765,0,0,0,179
222551,1,122,4,7,0,249
222595,1,124,0,46,248.11,0
222601,0,765,0,5,202.74,378
222648,0,765,0,172,449.8,699
222649,0,765,0,143,181.4,479
222680,0,764,0,3,0,19
222683,1,348,0,1,0,0
222702,1,151,0,17,927.24,1249
222745,0,764,0,44,637.2,999
222775,0,762,4,55,148.3,0
222826,0,764,0,0,0,49
222904,0,763,1,4,0,149
223020,0,763,0,7,0,149
223051,1,105,3,3,613.75,460
223055,0,762,0,31,362.97,0
223074,0,751,0,71,382.81,599
223083,0,762,0,25,0,0
223104,0,762,0,15,244.66,0
223158,0,762,0,0,0,0
223178,1,122,4,7,0,0
223264,0,759,0,20,701.58,999
223300,1,458,0,6,0,0
223314,1,184,1,10,181.77,199
223346,0,758,0,2,191.33,199
223347,1,442,0,64,153.34,0
223376,0,758,0,5,0,19
223417,0,758,3,26,0,149
223474,0,758,0,23,1005.3,999
223492,0,757,0,19,0,329
223545,1,60,0,11,0,224
223547,0,757,0,1,0,19
223555,0,706,7,16,1327.6,1799
223568,1,74,0,12,0,0
223604,0,757,0,4,0,299
223622,0,757,0,35,953.94,1249
223642,0,757,0,94,585.45,689
223776,0,756,17,36,628.05,999
223777,0,756,6,33,296.58,499
223794,0,756,0,1,0,0
223809,1,16,5,2,115.24,199
223822,0,756,0,28,0,19
223840,0,756,0,117,870.91,1249
223872,1,147,0,3,608.52,460
223876,0,755,0,0,0,19
223884,1,134,1,0,0,99
223885,1,396,1,1,0,149
223892,1,125,3,15,660.9,0
223907,1,106,1,2,90.14,0
223913,1,124,0,0,0,0
223918,1,21,2,5,102.88,2328
223920,1,121,0,2,14.53,0
223926,1,77,2,8,378.07,-999
223930,1,185,0,1,0,0
223933,0,755,0,74,860.88,1249
223935,1,24,0,2,0,0
223959,1,190,2,6,0,0
223979,0,755,0,0,0,19
223981,1,61,0,1,0,0
223987,1,91,6,51,2072.6,2499
223992,1,209,5,15,457.35,0
223995,1,518,0,8,0,0
223996,1,161,0,5,0,0
224010,0,755,6,116,0,150
224013,1,184,2,15,1093.74,0
224015,1,51,0,2,95.7,0
224019,0,755,14,10,0,99
224024,0,755,0,26,0,19
224028,0,755,0,28,181.52,499
224030,1,487,0,0,0,19
224033,1,396,0,0,0,149
224038,1,184,2,1,0,0
224046,1,485,3,17,132.1,0
224049,0,754,0,160,2073.73,2328
224058,0,754,1,43,1647.07,2328
224100,1,117,1,1,82.45,0
224102,0,752,0,0,0,19
224115,1,28,0,7,0,1000
224116,1,128,0,4,0,0
224124,1,122,4,16,0,329
224135,1,274,0,1,0,0
224161,0,752,1,47,640.85,819
224162,0,751,0,0,0,19
224172,1,9,3,2,18.75,0
224178,1,458,0,5,0,0
224187,1,9,0,9,163.31,1500
224202,1,251,0,28,148.9,0
224205,1,92,0,6,153.74,0
224216,0,752,0,1,0,49
224244,0,751,0,0,0,19
224268,0,751,258,28,55.68,271.58
224274,0,751,1,82,0,149
224282,0,751,0,2,0,19
224286,0,750,0,367,1030.79,1249
224294,0,751,1,2,0,19
224298,0,751,0,62,776.17,849
224299,0,751,0,91,1297.71,1500
224328,0,751,0,96,215.12,350
224336,0,751,0,47,866.25,1249
224374,1,75,0,9,0,329
224469,0,750,0,58,0,179
224493,1,142,1,11,373.63,0
224587,0,750,12,91,0,329
224601,0,750,1,194,0,250
224639,0,750,0,18,0,199
224694,0,750,0,1,0,19
224705,0,749,0,6,67.95,0
224744,0,749,0,23,0,19
224776,1,273,0,14,0,0
224777,0,749,0,17,927.78,1249
224833,0,749,0,2,0,329
224905,0,748,0,32,187.5,369
224953,0,720,0,192,642.51,999
224960,1,357,0,4,42.62,0
224973,0,748,0,12,0,19
224974,0,748,0,720,698.34,999
225009,0,748,0,34,383.48,449
225013,0,748,0,39,1166.35,1499
225065,1,119,0,0,14.5,0
225124,0,744,0,5,0,199
225245,0,743,0,6,0,329
225275,0,743,0,11,260.37,399
225282,1,123,1,4,301,0
225362,1,334,0,25,0,0
225368,0,743,1,40,156.35,0
225413,0,742,0,24,0,0
225429,0,742,0,3,0,19
225452,1,220,2,24,0,0
225504,1,124,2,6,1770.1,329
225539,1,154,0,5,0,0
225558,1,127,0,2,0,0
225591,1,579,0,21,0,0
225612,1,120,1,2,96.85,0
225616,0,741,0,1,0,329
225625,1,154,1,1,0,0
225630,1,310,0,51,1510.07,0
225636,1,0,0,0,0,0
225648,1,152,0,32,463.28,1249
225657,0,741,1,9,0,19
225695,1,333,1,37,894.69,1249
225714,1,54,2,3,180.13,50
225798,1,59,0,2,12.8,0
225800,1,712,3,6,201.56,0
225801,1,334,0,9,0,0
225807,1,164,0,6,298.99,0
225810,1,154,0,4,0,0
225865,0,738,2,0,0,19
225870,1,153,0,2,0,38
225967,1,153,0,1,0,0
225971,0,737,0,25,354.07,549
226034,1,183,15,3,50.29,224.25
226048,0,737,0,0,0,19
226061,0,737,0,1,0,19
226094,0,737,32,92,478.53,699
226149,0,737,0,0,0,19
226186,0,702,1,22,634.3,999
226198,0,736,0,11,156.02,299
226200,0,736,0,3,0,179
226226,1,193,0,14,219.84,499
226264,0,736,0,12,0,329
226286,0,736,0,27,0,149
226396,0,736,0,2,0,19
226398,0,736,0,0,0,19
226435,0,735,0,5,0,19
226451,1,182,0,0,0,49
226500,0,735,0,0,0,19
226502,0,735,0,185,0,275
226541,0,735,0,2,0,0
226549,1,6,0,4,61.89,2398
226680,0,735,0,0,0,19
226698,1,111,4,3,449.33,329
226749,1,311,0,33,808.5,1249
226786,0,734,0,44,1055.78,1000
226805,0,734,0,29,266.54,299
226816,0,734,0,40,268.13,599
226847,0,734,0,23,0,199
226861,0,734,0,6,0,220
226888,0,734,2,35,904.11,1249
226906,0,733,0,25,513.99,549
226915,1,154,0,1,0,0
226931,0,731,1,36,78.57,0
226933,1,44,0,4,180.25,0
226937,1,216,0,8,0,0
227028,0,717,1,38,0,99
227034,1,53,0,16,214.74,0
227041,1,59,0,30,0,0
227056,0,731,1,175,1026.21,1000
227067,1,100,0,0,98.47,0
227075,1,286,0,23,0,329
227094,1,133,0,13,0,19
227104,1,395,0,8,0,0
227111,1,396,0,23,673.22,0
227123,1,154,0,13,0,0
227129,1,397,0,2,0,19
227134,1,95,12,17,2544.47,500
227136,1,30,0,1,98.69,0
227139,1,216,0,10,0,0
227142,1,98,0,27,852.24,1249
227150,1,272,0,24,0,500
227151,1,93,0,3,622.1,19
227167,0,731,6,17,50.9,0
227185,0,730,0,1,0,19
227187,0,730,0,17,299.61,1549
227195,0,722,16,91,482.69,849
227200,0,730,4,27,0,300
227228,0,730,1,20,36.19,329
227239,0,729,0,0,0,49
227283,0,730,1,78,165.49,499
227317,1,71,1,27,744.48,0
227330,0,730,2,23,283.32,599
227473,0,729,0,1,0,19
227515,0,729,0,71,0,99
227524,0,729,2,123,0,149
227532,0,728,0,0,0,19
227572,0,729,0,3,0,19
227584,0,728,30,29,413.18,860.94
227597,0,728,1,104,558.44,799
227744,0,728,0,104,0,199
227813,0,728,3,69,0,200
227834,1,669,1,102,0,149
227847,1,111,1,65,42.34,-257.82
227886,0,727,0,19,0,329
227956,0,727,0,0,0,19
227968,0,727,0,9,351.59,429
227997,0,727,1,15,367.85,599
228016,0,727,0,34,326.56,600
228027,0,724,0,2,0,19
228073,0,724,0,10,198.41,269
228114,0,724,0,9,157.86,499
228134,0,724,0,211,933.44,1271
228135,0,724,0,237,459.93,800
228150,0,724,0,26,249.82,599
228182,0,724,0,0,0,49
228302,0,723,0,1,0,19
228418,1,79,0,5,24.97,0
228493,0,722,0,16,295.64,599
228503,0,722,10,63,0,355.45
228507,0,722,0,34,0,279
228513,0,722,0,15,148.11,299
228561,0,721,0,64,615.04,999
228597,0,721,7,56,245.25,1499
228606,0,57,6,30,1229.19,1499
228619,0,721,0,4,0,19
228692,0,721,3,7,604.91,999
228701,0,721,2,190,443.06,948
228736,1,56,1,8,38.51,0
228757,0,720,5,7,0,99
228767,0,720,0,16,0,249
228768,0,720,0,25,0,249
228819,0,720,0,2,0,19
228833,0,720,0,12,516.78,829
228837,0,717,1,56,1108.69,1649
228909,0,717,2,9,0,19
228967,1,76,2,7,290.45,0
228973,1,700,0,7,0,0
229007,0,717,1,32,247.31,599
229032,0,695,7,225,1368.02,1475
229054,1,456,0,2,0,0
229055,0,717,0,0,0,49
229110,0,716,1,68,869.05,1249
229127,0,716,0,66,656.29,999
229137,0,716,0,18,0,19
229201,0,716,12,91,481.99,199
229236,0,716,0,28,986.88,1319
229291,0,716,0,25,0,149
229319,0,716,0,12,0,199
229350,0,716,0,11,0,149
229362,0,714,0,17,314.3,349
229371,0,715,0,7,0,19
229413,0,715,0,41,375.01,999
229515,1,184,1,6,0,0
229534,1,37,0,14,498.25,0
229552,1,100,1,20,447.89,0
229554,1,243,0,29,0,0
229557,1,135,1,14,120.18,0
229573,0,714,6,10,188.76,199
229600,0,714,0,39,1001.85,1149
229606,1,548,0,6,0,0
229613,1,55,0,8,238.52,0
229686,0,713,1,49,393.66,749
229692,0,713,0,0,0,19
229721,0,713,0,13,0,279
229806,0,713,0,187,155.41,479
229809,0,713,1,278,0,49
229816,0,712,0,44,0,149
229843,1,137,0,4,107.27,0
229869,0,710,1,247,834.42,1000
229873,0,710,3,19,340.72,499
229941,1,44,0,0,62.43,0
229956,0,710,0,0,0,99
229966,1,88,2,9,0,0
229969,1,42,10,19,411.01,0
230053,0,709,0,43,939.28,1499
230089,0,709,0,7,0,19
230107,0,709,19,41,182.05,349
230167,0,709,0,15,0,199
230182,0,708,0,3,0,19
230290,0,708,0,31,363.69,699
230331,0,646,0,52,5875.48,6019
230360,0,707,0,1,0,19
230372,0,707,0,8,0,19
230443,0,707,0,115,333.69,599
230459,0,707,11,8,534.71,649
230483,0,707,1,18,160.73,350
230513,0,706,0,0,0,19
230534,0,706,0,4,0,19
230558,0,706,0,40,699.34,1000
230604,0,706,0,68,0,329
230605,0,706,0,285,1024.57,1829
230618,0,706,0,49,553.2,449
230628,0,706,0,132,676.08,1329
230654,1,120,0,3,0,14.51
230712,1,102,0,11,398.78,0
230714,1,41,0,15,1683.48,-4656
230780,0,703,0,1,0,19
230884,0,688,0,36,164.98,499
230926,1,151,2,153,0,199
230960,0,702,3,19,393.66,560
230970,1,204,0,7,101.78,0
230981,0,199,1,7,116.96,499
230994,0,702,0,1,0,19
231024,0,702,0,1,0,19
231059,0,701,0,1,0,0
231106,0,701,0,20,0,0
231109,0,701,0,1,0,0
231356,0,701,0,10,248.77,0
231385,1,488,1,1,0,0
231388,0,699,0,69,253,599
231439,0,700,0,9,0,19
231490,0,700,0,46,270.14,599
231494,0,700,0,7,0,49
231564,0,693,5,8,233.85,698
231615,0,699,0,195,914.66,1249
231629,0,699,0,10,0,149
231634,0,699,0,64,664.34,849
231656,0,699,0,97,0,179
231711,0,699,0,5,0,19
231742,0,699,1,85,0,149
231763,0,699,0,3742,560.37,929
231779,0,698,1,61,0,329
231785,0,698,0,13,0,49
231798,0,696,0,218,2886.73,3049
231822,0,696,3,4,0,19
231831,0,696,3,97,841.5,0
231838,0,696,2,13,0,149
231862,0,696,0,33,146.61,369
231866,0,696,0,8,233.83,499
231925,0,696,0,56,1094.13,1649
232006,0,695,0,45,848.48,1050
232008,0,695,0,42,550.16,750
232021,0,695,0,23,968.56,1499
232094,0,695,2,52,0,329
232103,0,695,2,70,690.7,1000
232120,0,695,0,51,0,329
232156,0,695,0,25,170.57,484
232164,1,191,0,4,0,0
232209,0,694,0,20,123.01,19
232211,0,694,0,326,167.85,499
232234,0,694,3,25,181.34,299
232292,0,694,0,36,730.65,1249
232339,0,694,2,48,736.41,999
232369,0,693,0,0,0,19
232450,0,692,2,79,160.55,299
232452,0,693,1,85,881.41,1249
232471,1,119,5,30,1464.9,0
232472,0,692,0,4,0,249
232522,0,693,5,2,0,249
232525,0,693,0,19,0,149
232580,1,197,0,12,79.78,0
232595,1,106,1,8,472.59,0
232602,1,96,1,32,736.98,0
232603,0,692,0,3,0,19
232620,1,128,0,2,0,398
232632,0,692,2,10,0,19
232640,1,136,0,1,0,0
232650,1,0,0,0,0,0
232651,0,692,0,2,0,19
232653,1,136,0,5,0,329
232658,0,692,0,9,219.42,354
232662,1,328,0,10,0,19
232667,0,692,1,55,692.88,999
232677,1,183,1,32,0,0
232682,1,124,0,1,0,0
232716,1,396,2,5,0,199
232745,1,132,0,0,0,0
232750,0,689,0,9,0,19
232766,1,488,1,30,0,0
232790,0,689,0,36,0,329
232803,1,517,0,38,0,498
232806,0,689,0,85,0,19
232812,0,689,0,18,376,749
232850,0,688,0,1106,0,149
232858,1,21,9,3,109.25,599
232864,1,228,0,2,8.51,0
232884,1,115,0,9,61.25,0
232896,0,689,0,1,0,49
232901,0,689,0,36,480.44,749
232904,0,689,0,2,0,19
232914,1,101,0,8,22.34,0
232942,0,688,0,0,0,19
232971,0,688,0,77,429.15,549
233001,0,688,0,23,631.65,763
233032,0,688,0,82,0,279
233070,0,688,0,9,145.82,199
233109,0,688,0,4,0,19
233123,0,688,0,52,0,249
233128,0,688,1,55,917.13,1249
233304,0,687,0,0,0,19
233306,1,212,0,5,0,0
233326,0,687,0,15,202.6,199
233327,0,687,1,17,280.8,599
233339,0,686,0,1,0,19
233435,0,686,0,19,548.25,799
233576,1,120,1,3,0,0
233580,1,301,5,10,0,0
233587,1,96,9,17,614.02,1249
233594,1,88,0,3,0,50
233617,1,90,0,1,0,0
233637,1,149,0,1,0,99
233653,1,118,0,6,3.19,0
233655,0,685,2,68,424.3,604
233660,0,685,0,0,0,19
233661,0,685,0,107,411.8,600
233676,1,102,2,7,0,0
233716,0,685,21,23,546.66,1000
233726,1,118,0,2,7.26,0
233737,0,685,0,1,0,19
233857,0,682,0,2,0,99
233897,0,682,2,45,0,275
233903,0,681,1,41,699.5,1249
233933,0,682,1,59,3098.19,2999
233992,1,9,0,0,0,4998
234007,0,681,0,1,0,19
234010,0,681,0,1,0,19
234051,0,681,0,23,0,249
234055,0,681,0,8,0,19
234090,0,681,1,127,1635.17,1729
234115,1,63,0,83,2512,31.84
234119,0,681,34,179,953.88,1249
234188,0,680,0,0,0,19
234251,0,680,11,19,318.9,449
234282,0,680,0,88,870.37,1249
234316,1,150,2,0,2.37,0
234322,0,679,0,20,0,149
234334,1,426,1,4,0,0
234335,1,182,0,13,0,0
234368,1,486,0,0,0,0
234376,1,176,0,15,114.79,0
234384,1,98,0,19,587.57,0
234400,1,126,2,75,690.49,0
234412,0,679,0,3,0,49
234414,1,261,0,6,0,0
234429,1,60,2,16,170.34,499
234437,1,122,5,4,0.32,0
234461,0,511,1,59,725.03,1099
234473,0,679,0,13,0,19
234518,0,679,0,0,0,19
234569,0,678,0,17,0,329
234597,0,678,0,45,0,19
234622,0,678,0,0,0,19
234724,0,677,3,259,431.6,599
234725,0,677,0,113,1086.21,1829
234729,0,677,22,1518,1009.24,1329
234734,0,676,0,4,157.5,479
234757,0,675,0,241,0,199
234810,0,675,0,11,742.64,799
234821,0,675,0,26,452.75,999
234905,0,675,0,4,0,19
234926,0,540,0,63,474.72,999
234950,0,296,1,31,181.89,499
234969,0,674,0,3,0,19
234978,0,674,5,67,595.26,999
235008,0,672,0,47,259.62,599
235050,0,654,0,57,716.37,1249
235151,0,672,0,15,588.83,49
235186,0,673,0,63,0,0
235236,0,664,1,28,924.86,1249
235309,0,639,8,37,545.98,649
235342,0,673,0,6,0,19
235349,0,673,0,53,943.36,1535.13
235379,1,182,0,3,0,0
235411,0,672,5,41,0,199
235425,0,672,0,0,0,19
235461,0,672,0,30,771.94,1149
235636,0,671,0,1,0,19
235657,0,671,0,28,706.9,1149
235707,0,671,0,29,0,329
235710,0,671,0,2,0,99
235745,1,120,1,7,0,0
235748,0,671,0,99,972.48,1249
235762,0,671,0,11,631.58,999
235790,0,668,0,1,0,19
235791,0,668,1,75,0,149
235842,1,276,15,28,227.68,-2597
235869,0,660,0,37,528.28,599
235886,0,668,0,95,157.99,479
235920,0,667,2,21,0,0
235936,0,667,0,109,2078.34,2249
235967,0,667,0,13,140.91,499
236008,0,667,0,25,424.12,799
236031,0,667,0,40,307.75,549
236037,0,667,2,80,492.67,799
236078,0,667,0,2,0,229
236079,0,667,0,56,315.29,664
236174,0,666,0,2,0,149
236177,0,666,0,21,264.74,399
236183,0,666,0,1,0,19
236185,0,666,4,269,0,149
236247,0,666,0,6,0,19
236249,0,666,0,6,0,19
236263,0,666,15,6,0,199
236277,0,666,0,0,0,19
236310,0,665,0,8,0,19
236346,0,665,0,63,439.51,599
236352,1,313,0,4,4.55,-528
236354,1,261,0,13,446.19,329
236356,1,344,0,31,395.41,329
236400,0,665,3,229,770.37,1099
236415,0,665,0,14,369.11,499
236472,1,136,2,10,0,329
236495,0,664,0,1,0,19
236497,1,118,1,17,150.06,0
236510,0,664,0,10,0,199
236535,1,152,2,11,165.53,0
236537,1,114,0,16,0,0
236543,1,114,1,11,792.03,0
236544,1,91,3,7,217.22,599
236551,1,174,0,5,2.07,0
236560,1,149,2,5,0,0
236583,1,548,0,0,0,0
236599,0,664,0,102,707.88,999
236600,1,74,1,3,0,0
236602,1,415,2,12,90.09,0
236611,0,664,0,161,975.3,1249
236616,0,664,1,217,869.52,1329
236621,1,180,0,13,0,0
236699,0,661,2,100,236.86,398
236746,0,661,0,19,477.19,528
236807,1,92,0,4,0,0
236822,0,661,0,2,0,19
236824,0,580,0,375,606.84,999
236856,0,660,0,103,803.85,1249
236922,0,660,0,142,846.77,1249
236932,0,660,5,21,17.11,0
236947,0,660,0,3,0,19
236953,0,660,0,4,0,329
236961,0,660,10,144,587.55,799
237040,0,632,1,33,841.87,1200
237104,0,659,0,29,106.74,0
237183,0,659,1,77,259.1,599
237278,1,130,0,11,281.09,0
237306,0,654,0,287,1092.64,1249
237325,0,637,1,31,876.57,1000
237326,1,73,5,18,139.92,199
237506,0,653,1,59,679.56,999
237526,0,653,0,21,589.78,689
237619,0,651,0,86,0,329
237698,0,652,0,133,213.06,599
237729,0,652,17,8,0,149
237809,0,651,30,55,148.25,499
237816,0,651,17,62,882.84,1349
237819,0,651,0,1,0,19
237844,0,651,0,88,294.06,499
237856,1,107,0,10,26.39,0
237879,0,644,0,2,0,19
237978,0,647,0,0,0,19
237988,1,121,1,2,6.18,-260.73
238026,0,650,0,81,180.07,599
238049,0,650,0,10,0,0
238053,1,117,0,58,290.15,0
238058,1,115,6,44,59.93,0
238060,0,650,0,8,0,19
238069,1,76,24,38,756.79,999
238075,1,161,12,7,736.04,0
238087,1,226,0,11,0,0
238091,0,650,0,2,0,19
238094,0,650,0,22,238.41,549
238102,1,148,0,31,38.11,0
238105,0,650,0,17,0,149
238114,0,650,0,42,190.4,499
238120,1,334,0,24,151.16,699
238143,1,609,0,5,0,0
238169,0,647,1,71,491.64,499
238172,0,647,0,35,861.67,1249
238175,0,647,0,56,1037.31,1499
238187,0,647,0,89,534.03,799
238196,0,647,0,3,0,19
238228,0,647,0,15,417.84,449
238275,0,647,0,96,1010.8,1499
238359,0,646,0,11,0,298
238397,0,646,0,0,0,19
238416,0,646,0,98,2021.36,2669
238464,0,646,0,33,209.78,549
238476,0,646,0,6,0,98
238583,1,211,0,6,58.21,0
238614,1,138,3,14,217.63,0
238621,0,645,1,31,252.53,419
238639,0,645,0,40,123.98,499
238667,0,645,0,86,0,249
238731,1,360,2,11,90.82,0
238741,0,644,15,631,0,149
238754,0,644,2,122,3230.63,3149
238760,0,644,0,1,0,5.19
238772,0,644,1,90,569.19,549
238798,0,644,0,188,912.56,1249
238857,0,644,0,60,234.02,599
238920,0,643,0,2,0,19
238992,1,134,0,40,637.73,0
239068,1,222,4,4,46.44,0
239177,0,640,0,28,202.14,0
239178,1,298,5,6,12.79,0
239181,0,640,0,32,8.69,0
239278,0,640,4,80,647.27,0
239337,0,640,0,11,0,0
239396,0,639,0,19,0,19
239418,0,639,0,65,345.39,699
239457,0,639,0,43,856.98,1249
239545,0,639,0,71,0,249
239571,1,226,0,21,32.15,299
239582,0,638,2,31,693.41,999
239740,0,638,0,17,608.65,849
239768,0,638,0,3,0,19
239803,0,637,0,33,165.71,19
239817,0,637,0,96,720.05,999
239820,0,637,0,23,0,299
239836,0,637,0,1,0,19
239842,0,637,0,20,0,299
239949,0,636,0,14,327.03,699
239952,0,636,0,16,404.52,699
239967,0,636,0,14,0,149
239988,0,636,0,39,905.29,1249
240026,1,315,0,16,137.24,0
240063,1,181,1,2,0,149
240072,1,147,0,8,0,218.18
240102,1,458,0,10,0,19
240105,0,633,0,1,0,19
240138,1,195,0,7,0,0
240168,1,95,11,12,8.07,0
240189,0,633,0,106,0,19
240190,1,118,1,5,32.31,0
240211,0,633,5,93,641.36,919
240283,0,632,1,31,688.36,999
240538,0,625,0,80,0,329
240581,0,625,0,4,0,49
240670,0,624,1,143,1081.29,1249
240705,1,120,0,6,132.5,0
240743,0,624,5,10,0,299
240762,0,619,2,1,0,19
240765,0,619,5,17,108.13,49
240783,1,83,1,11,114.26,0
240800,1,58,8,17,29.09,0
240805,1,207,0,17,26.75,0
240808,0,619,0,0,0,19
240862,1,244,0,16,0,0
240869,1,107,0,31,1018.89,999
240870,1,304,0,7,0,149
240902,1,170,1,19,127.04,0
240909,1,214,0,3,0,0
240928,1,152,0,0,0,0
240932,1,193,0,67,179.25,0
240933,1,171,1,9,34.89,0
240949,1,274,0,4,0,0
240959,1,89,2,13,0,0
240965,1,40,1,7,0,0
240980,1,117,1,1,0,0
240984,1,143,1,66,88.12,0
240989,1,1,0,0,0,1000
240993,0,609,0,38,997.88,1220
241002,1,465,0,140,811.28,0
241036,0,618,0,9,0,249
241079,1,75,2,12,0,0
241121,1,103,7,8,0.3,0
241124,0,618,0,2,0,19
241136,0,618,0,27,604.5,999
241161,1,119,0,19,0.32,0
241170,0,617,0,9,0,299
241200,1,243,0,3,0,0
241202,0,617,0,63,0,199
241217,0,617,0,87,706.6,750
241234,1,120,0,3,0,329
241236,0,617,2,181,1369.44,500
241269,0,617,0,103,645.05,999
241331,1,103,0,2,42.89,0
241337,1,185,0,35,329.52,0
241423,0,616,3,54,298.57,499
241434,0,616,0,28,0,149
241442,0,616,1,8,0,179
